# time x y z qx qy qz qw
1.403636663813555479e+09 -5.032876599999999812e+00 5.235780700000000287e+00 -9.798653600000000186e-01 -7.184985799999999978e-01 -4.321966999999999892e-01 -4.874896000000000229e-01 2.435563500000000048e-01
1.403636663863555431e+09 -5.030751699999999715e+00 5.256363900000000200e+00 -9.906064199999999875e-01 -7.139306699999999895e-01 -4.347855299999999756e-01 -4.929347099999999982e-01 2.414123499999999978e-01
1.403636663913555384e+09 -5.032126599999999783e+00 5.279797399999999641e+00 -9.962395600000000240e-01 -7.105892200000000214e-01 -4.356535699999999900e-01 -4.968239700000000036e-01 2.417330599999999996e-01
1.403636663963555574e+09 -5.032919999999999838e+00 5.305759600000000020e+00 -1.003051099999999973e+00 -7.052035700000000018e-01 -4.369599900000000203e-01 -5.032766800000000318e-01 2.417984199999999861e-01
1.403636664013555527e+09 -5.036271900000000024e+00 5.334860199999999608e+00 -1.005134200000000089e+00 -6.999146699999999610e-01 -4.376595799999999925e-01 -5.096300400000000064e-01 2.425917800000000069e-01
1.403636664063555479e+09 -5.041695899999999675e+00 5.366093399999999569e+00 -1.006878900000000021e+00 -6.972686999999999635e-01 -4.372138600000000097e-01 -5.125106499999999565e-01 2.449351499999999904e-01
1.403636664113555431e+09 -5.049606899999999676e+00 5.398577600000000309e+00 -1.008817599999999981e+00 -6.958387000000000322e-01 -4.354078599999999799e-01 -5.136689700000000025e-01 2.497452400000000072e-01
1.403636664163555384e+09 -5.054641900000000021e+00 5.433093699999999693e+00 -1.012595700000000098e+00 -6.944280699999999529e-01 -4.329831299999999938e-01 -5.145556000000000019e-01 2.559839999999999893e-01
1.403636664213555574e+09 -5.065653300000000137e+00 5.467445599999999573e+00 -1.013374500000000067e+00 -6.933786699999999747e-01 -4.299513799999999941e-01 -5.148942199999999580e-01 2.631573099999999776e-01
1.403636664263555527e+09 -5.079539999999999722e+00 5.501873999999999931e+00 -1.015247900000000092e+00 -6.920186400000000182e-01 -4.271884100000000184e-01 -5.154541099999999654e-01 2.700505999999999740e-01
1.403636664313555479e+09 -5.093133800000000377e+00 5.537112399999999823e+00 -1.020885499999999890e+00 -6.910668100000000313e-01 -4.251564099999999846e-01 -5.153677500000000133e-01 2.757984399999999781e-01
1.403636664363555431e+09 -5.109500200000000270e+00 5.572769499999999709e+00 -1.028556800000000049e+00 -6.902985099999999763e-01 -4.241767799999999755e-01 -5.150487999999999733e-01 2.797977099999999773e-01
1.403636664413555384e+09 -5.125182900000000430e+00 5.610606800000000227e+00 -1.043974699999999922e+00 -6.894500000000000073e-01 -4.237181199999999759e-01 -5.146412700000000395e-01 2.833125799999999805e-01
1.403636664463555574e+09 -5.142585999999999657e+00 5.646776400000000251e+00 -1.061418600000000101e+00 -6.888064999999999882e-01 -4.238238699999999914e-01 -5.138425599999999482e-01 2.861551199999999850e-01
1.403636664513555527e+09 -5.162836099999999817e+00 5.681836900000000412e+00 -1.081216600000000083e+00 -6.874514400000000247e-01 -4.234547399999999961e-01 -5.140555300000000383e-01 2.895574499999999940e-01
1.403636664563555479e+09 -5.183176500000000075e+00 5.718150900000000370e+00 -1.098130899999999910e+00 -6.868487800000000476e-01 -4.233929699999999796e-01 -5.128700400000000270e-01 2.931577499999999947e-01
1.403636664613555431e+09 -5.203842100000000137e+00 5.753484799999999844e+00 -1.112402899999999972e+00 -6.873404899999999706e-01 -4.213230000000000031e-01 -5.100407999999999609e-01 2.998472500000000096e-01
1.403636664663555384e+09 -5.225962599999999902e+00 5.787885600000000075e+00 -1.125854799999999933e+00 -6.868693799999999738e-01 -4.209938300000000133e-01 -5.086563299999999899e-01 3.037159500000000123e-01
1.403636664713555574e+09 -5.248761100000000290e+00 5.821852200000000366e+00 -1.136764300000000061e+00 -6.879176700000000366e-01 -4.207349799999999806e-01 -5.052801999999999572e-01 3.073162400000000183e-01
1.403636664763555527e+09 -5.272368400000000399e+00 5.858497299999999797e+00 -1.154201299999999986e+00 -6.871090699999999885e-01 -4.246751899999999802e-01 -5.043551899999999533e-01 3.052178799999999970e-01
1.403636664813555479e+09 -5.296675900000000325e+00 5.890897999999999968e+00 -1.162470499999999962e+00 -6.862548600000000221e-01 -4.281866899999999809e-01 -5.039659399999999456e-01 3.028675399999999907e-01
1.403636664863555431e+09 -5.321876900000000354e+00 5.923254000000000019e+00 -1.169152799999999992e+00 -6.856596499999999539e-01 -4.302030700000000207e-01 -5.029972499999999513e-01 3.029685200000000189e-01
1.403636664913555384e+09 -5.346645699999999835e+00 5.953152099999999614e+00 -1.172627800000000109e+00 -6.854717599999999855e-01 -4.307037599999999911e-01 -5.018375099999999867e-01 3.046011200000000030e-01
1.403636664963555574e+09 -5.370782600000000073e+00 5.981797000000000253e+00 -1.173015799999999942e+00 -6.864690700000000145e-01 -4.327049199999999929e-01 -4.991308799999999990e-01 3.039655199999999891e-01
1.403636665013555527e+09 -5.396408199999999766e+00 6.011493500000000267e+00 -1.173991800000000030e+00 -6.884778700000000473e-01 -4.338554199999999916e-01 -4.950588000000000211e-01 3.044412499999999966e-01
1.403636665063555479e+09 -5.422026200000000351e+00 6.040820899999999938e+00 -1.172867700000000069e+00 -6.907448400000000266e-01 -4.361931299999999845e-01 -4.908546300000000140e-01 3.027686399999999778e-01
1.403636665113555431e+09 -5.450312799999999847e+00 6.071695899999999924e+00 -1.171948900000000071e+00 -6.926930700000000218e-01 -4.377860399999999874e-01 -4.869880600000000004e-01 3.022620200000000201e-01
1.403636665163555384e+09 -5.475794500000000120e+00 6.100018500000000010e+00 -1.164543000000000106e+00 -6.942258599999999724e-01 -4.389970300000000103e-01 -4.842747099999999971e-01 3.013471099999999736e-01
1.403636665213555574e+09 -5.502332599999999907e+00 6.131399499999999669e+00 -1.159313599999999944e+00 -6.958476799999999685e-01 -4.376827099999999748e-01 -4.810573000000000210e-01 3.046534499999999923e-01
1.403636665263555527e+09 -5.528182499999999777e+00 6.161364700000000028e+00 -1.151780299999999979e+00 -6.961923599999999546e-01 -4.337309799999999882e-01 -4.801938099999999987e-01 3.108175300000000085e-01
1.403636665313555479e+09 -5.554723499999999703e+00 6.193654600000000343e+00 -1.145882199999999962e+00 -6.950452299999999584e-01 -4.308944200000000002e-01 -4.813635600000000236e-01 3.154857300000000198e-01
1.403636665363555431e+09 -5.581312399999999840e+00 6.225456999999999574e+00 -1.140419700000000036e+00 -6.942047000000000079e-01 -4.298916700000000035e-01 -4.821134100000000200e-01 3.175525799999999732e-01
1.403636665413555384e+09 -5.608362999999999765e+00 6.255662100000000336e+00 -1.136473300000000020e+00 -6.927044399999999769e-01 -4.307522599999999979e-01 -4.842603300000000166e-01 3.163937099999999947e-01
1.403636665463555574e+09 -5.634110599999999636e+00 6.286009700000000144e+00 -1.131375599999999926e+00 -6.916757100000000547e-01 -4.333630099999999929e-01 -4.861427400000000176e-01 3.121641600000000238e-01
1.403636665513555527e+09 -5.657058600000000048e+00 6.312074199999999635e+00 -1.124647699999999917e+00 -6.906811800000000057e-01 -4.365063699999999769e-01 -4.882708000000000048e-01 3.066159199999999863e-01
1.403636665563555479e+09 -5.679734299999999791e+00 6.338176800000000277e+00 -1.116101900000000091e+00 -6.892496000000000178e-01 -4.387195700000000032e-01 -4.912054499999999879e-01 3.019558399999999754e-01
1.403636665613555431e+09 -5.705935799999999780e+00 6.367736299999999794e+00 -1.109331199999999962e+00 -6.890087900000000376e-01 -4.411594500000000085e-01 -4.920557600000000087e-01 2.975338000000000149e-01
1.403636665663555384e+09 -5.729073399999999872e+00 6.396247999999999934e+00 -1.102467300000000039e+00 -6.887254099999999823e-01 -4.418648800000000154e-01 -4.932331500000000091e-01 2.951843200000000000e-01
1.403636665713555574e+09 -5.756078600000000378e+00 6.425668700000000122e+00 -1.096317299999999939e+00 -6.876449999999999507e-01 -4.415247999999999950e-01 -4.956247100000000239e-01 2.942046199999999723e-01
1.403636665763555527e+09 -5.782592799999999755e+00 6.455861299999999581e+00 -1.087629200000000074e+00 -6.861426299999999756e-01 -4.404868399999999906e-01 -4.985737299999999927e-01 2.942853599999999958e-01
1.403636665813555479e+09 -5.810486299999999993e+00 6.484580799999999812e+00 -1.079829099999999986e+00 -6.854082200000000125e-01 -4.383378099999999944e-01 -5.006264099999999662e-01 2.957173399999999952e-01
1.403636665863555431e+09 -5.836778200000000361e+00 6.509427299999999583e+00 -1.071556100000000011e+00 -6.859029399999999610e-01 -4.329421800000000098e-01 -5.003872099999999712e-01 3.028380299999999803e-01
1.403636665913555384e+09 -5.865969800000000234e+00 6.538422100000000015e+00 -1.063665499999999930e+00 -6.879353000000000273e-01 -4.271324499999999968e-01 -4.984720599999999946e-01 3.095617800000000086e-01
1.403636665963555574e+09 -5.896213699999999669e+00 6.571744400000000041e+00 -1.056543299999999963e+00 -6.905998100000000361e-01 -4.224799499999999930e-01 -4.952498799999999757e-01 3.151351399999999803e-01
1.403636666013555527e+09 -5.923431800000000358e+00 6.598993199999999781e+00 -1.049049200000000015e+00 -6.930808299999999811e-01 -4.191069900000000126e-01 -4.923479499999999787e-01 3.187189799999999851e-01
1.403636666063555479e+09 -5.953495900000000063e+00 6.628464499999999759e+00 -1.043503199999999964e+00 -6.942353599999999680e-01 -4.174125399999999986e-01 -4.909967700000000268e-01 3.205092999999999970e-01
1.403636666113555431e+09 -5.982923500000000061e+00 6.655447299999999622e+00 -1.039777600000000080e+00 -6.935313100000000119e-01 -4.177557000000000076e-01 -4.923434400000000211e-01 3.195190800000000109e-01
1.403636666163555384e+09 -6.011271100000000089e+00 6.682188100000000297e+00 -1.036146400000000023e+00 -6.919330000000000203e-01 -4.193597399999999809e-01 -4.951660500000000242e-01 3.165070300000000225e-01
1.403636666213555574e+09 -6.040482800000000374e+00 6.710236799999999668e+00 -1.032220399999999927e+00 -6.906073600000000035e-01 -4.196940900000000196e-01 -4.971222399999999930e-01 3.158921100000000037e-01
1.403636666263555527e+09 -6.066899600000000170e+00 6.736069500000000154e+00 -1.030302800000000074e+00 -6.904447500000000515e-01 -4.196846799999999766e-01 -4.972928699999999980e-01 3.159914899999999860e-01
1.403636666313555479e+09 -6.093326399999999587e+00 6.757498799999999584e+00 -1.031126399999999999e+00 -6.902058399999999594e-01 -4.184244100000000244e-01 -4.976247500000000046e-01 3.176578800000000036e-01
1.403636666363555431e+09 -6.120314399999999821e+00 6.781742600000000287e+00 -1.031895000000000007e+00 -6.903619699999999915e-01 -4.170101299999999789e-01 -4.967871600000000054e-01 3.204768599999999745e-01
1.403636666413555384e+09 -6.146669199999999833e+00 6.802095999999999698e+00 -1.034768200000000027e+00 -6.916657200000000394e-01 -4.158274299999999979e-01 -4.944155499999999814e-01 3.228611900000000201e-01
1.403636666463555574e+09 -6.172959299999999594e+00 6.820891999999999733e+00 -1.037055000000000060e+00 -6.928747100000000048e-01 -4.156248100000000112e-01 -4.919582699999999753e-01 3.242802900000000266e-01
1.403636666513555527e+09 -6.200657200000000202e+00 6.841454699999999889e+00 -1.038986399999999977e+00 -6.935434099999999713e-01 -4.165002899999999952e-01 -4.901011499999999854e-01 3.245395400000000152e-01
1.403636666563555479e+09 -6.230299600000000382e+00 6.864138200000000190e+00 -1.037906599999999901e+00 -6.940080699999999769e-01 -4.190378100000000106e-01 -4.889768400000000237e-01 3.219654499999999864e-01
1.403636666613555431e+09 -6.262966399999999823e+00 6.889909099999999675e+00 -1.033455900000000094e+00 -6.947228500000000029e-01 -4.223192599999999741e-01 -4.872456399999999799e-01 3.187448700000000135e-01
1.403636666663555384e+09 -6.288581699999999941e+00 6.909525699999999659e+00 -1.027103400000000111e+00 -6.946091899999999875e-01 -4.263394300000000192e-01 -4.867209000000000119e-01 3.144129900000000033e-01
1.403636666713555574e+09 -6.313697200000000009e+00 6.926569800000000221e+00 -1.019730900000000107e+00 -6.956664999999999655e-01 -4.301857499999999779e-01 -4.845752700000000024e-01 3.101211999999999858e-01
1.403636634563555479e+09 -2.291152799999999878e+00 2.216729299999999903e+00 7.952550100000000538e-03 -5.048655800000000082e-02 -8.137421799999999816e-01 -3.926331100000000213e-02 5.776964300000000385e-01
1.403636634613555431e+09 -2.322926300000000222e+00 2.234919000000000100e+00 5.828819499999999577e-03 -4.803941999999999934e-02 -8.131549900000000219e-01 -3.925988300000000236e-02 5.787312300000000409e-01
1.403636634663555384e+09 -2.354496800000000167e+00 2.251213200000000025e+00 2.341659600000000046e-03 -4.445928799999999959e-02 -8.129387599999999825e-01 -3.796864400000000278e-02 5.794068700000000183e-01
1.403636634713555574e+09 -2.384375799999999934e+00 2.266947699999999788e+00 -8.146631800000000154e-04 -3.994223000000000218e-02 -8.129203400000000190e-01 -3.701158300000000068e-02 5.798234899999999969e-01
1.403636634763555527e+09 -2.416192300000000071e+00 2.284689800000000215e+00 -3.475125600000000120e-03 -3.622346399999999689e-02 -8.141536400000000118e-01 -3.512787099999999801e-02 5.784528899999999974e-01
1.403636634813555479e+09 -2.440490699999999791e+00 2.294720499999999941e+00 -3.948848399999999731e-03 -3.335119999999999751e-02 -8.157603100000000440e-01 -3.289351000000000080e-02 5.764901000000000053e-01
1.403636634863555431e+09 -2.472969599999999879e+00 2.311459900000000012e+00 -4.231287599999999580e-03 -3.087652100000000052e-02 -8.170789899999999495e-01 -3.057043300000000102e-02 5.748860900000000163e-01
1.403636634913555384e+09 -2.504801699999999798e+00 2.326183799999999913e+00 -2.668907600000000081e-03 -2.804056599999999941e-02 -8.181635499999999617e-01 -2.838850899999999927e-02 5.735993600000000026e-01
1.403636634963555574e+09 -2.537529699999999888e+00 2.341561099999999840e+00 1.836053600000000130e-04 -2.520081500000000141e-02 -8.197590500000000446e-01 -2.679518700000000156e-02 5.715260599999999469e-01
1.403636635013555527e+09 -2.571365500000000193e+00 2.358167700000000089e+00 4.630873300000000296e-03 -2.217076700000000095e-02 -8.201604599999999801e-01 -2.599116400000000063e-02 5.711127099999999679e-01
1.403636635063555479e+09 -2.603989700000000074e+00 2.372789200000000154e+00 8.453121900000000813e-03 -1.964574300000000023e-02 -8.211496600000000035e-01 -2.520459400000000030e-02 5.698175300000000165e-01
1.403636635113555431e+09 -2.634992399999999790e+00 2.385779700000000059e+00 1.116579699999999988e-02 -1.762718300000000113e-02 -8.220390600000000436e-01 -2.451906100000000172e-02 5.686298199999999525e-01
1.403636635163555384e+09 -2.661860599999999799e+00 2.395216200000000129e+00 1.242083100000000023e-02 -1.637113499999999847e-02 -8.226212200000000418e-01 -2.331734599999999921e-02 5.678755300000000172e-01
1.403636635213555574e+09 -2.692739099999999830e+00 2.408377499999999838e+00 1.246018899999999999e-02 -1.535777399999999938e-02 -8.235682600000000519e-01 -2.211397699999999994e-02 5.665778299999999490e-01
1.403636635263555527e+09 -2.724161099999999891e+00 2.420666600000000113e+00 1.102474099999999936e-02 -1.547188399999999998e-02 -8.240937699999999477e-01 -1.959692999999999852e-02 5.659028600000000075e-01
1.403636635313555479e+09 -2.755456099999999964e+00 2.433089499999999905e+00 8.328812999999999148e-03 -1.598039399999999846e-02 -8.249050599999999678e-01 -1.706083699999999884e-02 5.647877399999999826e-01
1.403636635363555431e+09 -2.787871899999999847e+00 2.445884099999999783e+00 5.552158399999999883e-03 -1.778834899999999844e-02 -8.259331699999999943e-01 -1.332396700000000080e-02 5.633297800000000022e-01
1.403636635413555384e+09 -2.821934399999999954e+00 2.455169900000000016e+00 4.381022200000000109e-03 -1.850278699999999971e-02 -8.266109900000000454e-01 -1.156842800000000039e-02 5.623505100000000256e-01
1.403636635463555574e+09 -2.852693200000000040e+00 2.465373299999999990e+00 2.602954399999999908e-03 -1.930227500000000068e-02 -8.263042499999999624e-01 -1.016427299999999971e-02 5.628013899999999570e-01
1.403636635513555527e+09 -2.885289100000000051e+00 2.477199199999999824e+00 2.706516899999999830e-03 -2.114575900000000008e-02 -8.264864200000000549e-01 -7.642948200000000171e-03 5.625074599999999592e-01
1.403636635563555479e+09 -2.917408200000000118e+00 2.488968199999999964e+00 4.824763200000000210e-03 -2.177085700000000110e-02 -8.264688100000000537e-01 -6.901433700000000025e-03 5.625190799999999491e-01
1.403636635613555431e+09 -2.947760000000000158e+00 2.499810300000000041e+00 8.036571600000000370e-03 -2.266194100000000142e-02 -8.259851499999999458e-01 -6.070980600000000331e-03 5.632034399999999996e-01
1.403636635663555384e+09 -2.959510400000000097e+00 2.496397800000000000e+00 1.067213200000000084e-02 -2.410001700000000135e-02 -8.252127200000000107e-01 -5.133475999999999664e-03 5.642843300000000006e-01
1.403636635713555574e+09 -2.978479300000000052e+00 2.497331799999999991e+00 1.891746500000000136e-02 -2.479869900000000044e-02 -8.244560399999999456e-01 -5.134925400000000389e-03 5.653590899999999531e-01
1.403636635763555527e+09 -3.009586600000000001e+00 2.507430299999999779e+00 2.913149900000000167e-02 -2.642075400000000115e-02 -8.225638299999999958e-01 -3.776707199999999875e-03 5.680461399999999772e-01
1.403636635813555479e+09 -3.044357799999999781e+00 2.521192099999999936e+00 4.081616400000000200e-02 -2.914181299999999905e-02 -8.201372900000000188e-01 -8.694270299999999705e-04 5.714235100000000234e-01
1.403636635863555431e+09 -3.083332700000000148e+00 2.539147999999999961e+00 5.406926000000000093e-02 -3.169988599999999657e-02 -8.186075699999999511e-01 1.529636299999999902e-03 5.734757299999999614e-01
1.403636635913555384e+09 -3.120762599999999942e+00 2.558591400000000071e+00 6.778969699999999599e-02 -3.429386400000000029e-02 -8.192440699999999909e-01 4.417930100000000068e-03 5.724015799999999654e-01
1.403636635963555574e+09 -3.162028100000000119e+00 2.580775899999999901e+00 8.205368500000000120e-02 -3.511256699999999731e-02 -8.212251900000000493e-01 4.772731700000000347e-03 5.695028699999999944e-01
1.403636636013555527e+09 -3.194082400000000099e+00 2.598515900000000212e+00 9.491675099999999365e-02 -3.438023099999999721e-02 -8.242673000000000361e-01 2.947021699999999994e-03 5.651484199999999847e-01
1.403636636063555479e+09 -3.223389099999999896e+00 2.615338299999999894e+00 1.057937099999999991e-01 -3.222560299999999850e-02 -8.266171700000000122e-01 -8.497173600000000214e-04 5.618405899999999731e-01
1.403636636113555431e+09 -3.257081299999999846e+00 2.634193999999999924e+00 1.168427199999999971e-01 -2.958597199999999858e-02 -8.282689100000000249e-01 -5.014812599999999773e-03 5.595267099999999827e-01
1.403636636163555384e+09 -3.290601600000000015e+00 2.647571300000000072e+00 1.261663399999999879e-01 -2.728367400000000081e-02 -8.272763400000000544e-01 -8.598214200000000793e-03 5.610664199999999546e-01
1.403636636213555574e+09 -3.329810300000000112e+00 2.669523499999999938e+00 1.398962699999999892e-01 -2.442043099999999939e-02 -8.245453400000000155e-01 -1.247899100000000004e-02 5.651308699999999519e-01
1.403636636263555527e+09 -3.365182200000000012e+00 2.690039899999999928e+00 1.572642599999999891e-01 -2.210954799999999970e-02 -8.211669099999999721e-01 -1.572150699999999915e-02 5.700428899999999688e-01
1.403636636313555479e+09 -3.400115399999999788e+00 2.712059800000000021e+00 1.767798100000000094e-01 -2.069491899999999912e-02 -8.181201500000000459e-01 -1.743434099999999903e-02 5.744102899999999901e-01
1.403636636363555431e+09 -3.435509600000000052e+00 2.733425399999999783e+00 1.964547700000000008e-01 -1.945830299999999971e-02 -8.142922900000000297e-01 -1.899694500000000119e-02 5.798176900000000522e-01
1.403636636413555384e+09 -3.481687599999999883e+00 2.761639000000000177e+00 2.101561000000000123e-01 -1.838130500000000056e-02 -8.097282700000000277e-01 -2.004123899999999889e-02 5.861745600000000112e-01
1.403636636463555574e+09 -3.518525100000000183e+00 2.780847099999999905e+00 2.235396900000000131e-01 -1.765213499999999935e-02 -8.056253599999999571e-01 -2.085606599999999949e-02 5.917949000000000126e-01
1.403636636513555527e+09 -3.555565999999999782e+00 2.800006199999999890e+00 2.321113099999999874e-01 -1.586747599999999842e-02 -8.038148899999999486e-01 -2.373404800000000064e-02 5.941940199999999894e-01
1.403636636563555479e+09 -3.590796300000000052e+00 2.820127799999999851e+00 2.406689300000000031e-01 -1.357980599999999982e-02 -8.031014199999999548e-01 -2.687567800000000007e-02 5.950809999999999711e-01
1.403636636613555431e+09 -3.636603200000000147e+00 2.848042599999999869e+00 2.500779200000000091e-01 -1.092719699999999960e-02 -8.027756099999999728e-01 -3.057265300000000172e-02 5.953967000000000009e-01
1.403636636663555384e+09 -3.674690899999999871e+00 2.873483799999999810e+00 2.559879600000000144e-01 -8.142435999999999424e-03 -8.028924100000000008e-01 -3.443059200000000292e-02 5.950731099999999607e-01
1.403636636713555574e+09 -3.715307699999999880e+00 2.897838999999999832e+00 2.617831500000000200e-01 -5.834913899999999605e-03 -8.029545900000000236e-01 -3.782071699999999675e-02 5.948104600000000408e-01
1.403636636763555527e+09 -3.757674399999999970e+00 2.922379100000000118e+00 2.653978300000000012e-01 -3.412533200000000214e-03 -8.032451800000000031e-01 -4.117368500000000153e-02 5.942139800000000305e-01
1.403636636813555479e+09 -3.788261100000000159e+00 2.932641799999999854e+00 2.770758799999999966e-01 -3.272279599999999887e-04 -8.038288999999999573e-01 -4.565889299999999901e-02 5.931056000000000106e-01
1.403636636863555431e+09 -3.818068799999999818e+00 2.948313300000000137e+00 2.776011400000000240e-01 2.482505900000000175e-03 -8.047622300000000228e-01 -4.920320699999999881e-02 5.915493499999999738e-01
1.403636636913555384e+09 -3.848794499999999896e+00 2.963117099999999837e+00 2.759510399999999808e-01 1.220963399999999959e-03 -8.065437699999999932e-01 -4.649558599999999847e-02 5.893418499999999449e-01
1.403636636963555574e+09 -3.881175300000000217e+00 2.978402899999999853e+00 2.731385100000000010e-01 -1.696893799999999938e-03 -8.077981100000000136e-01 -4.085981600000000019e-02 5.880389499999999492e-01
1.403636637013555527e+09 -3.908316399999999913e+00 2.989831899999999987e+00 2.690019499999999897e-01 -5.392313499999999878e-03 -8.093702400000000186e-01 -3.402898699999999665e-02 5.862872700000000270e-01
1.403636637063555479e+09 -3.932123400000000046e+00 2.997214399999999834e+00 2.626465900000000131e-01 -8.811880700000000038e-03 -8.102306299999999517e-01 -2.796864799999999873e-02 5.853771700000000022e-01
1.403636637113555431e+09 -3.951231400000000171e+00 3.001815899999999981e+00 2.560760000000000258e-01 -1.126259999999999935e-02 -8.117053699999999816e-01 -2.320108900000000113e-02 5.834974299999999836e-01
1.403636637163555384e+09 -3.968817699999999782e+00 3.005149100000000129e+00 2.488694399999999973e-01 -1.269266800000000070e-02 -8.138131699999999746e-01 -2.032517600000000035e-02 5.806323300000000298e-01
1.403636637213555574e+09 -3.980861800000000006e+00 3.005298999999999943e+00 2.407717500000000066e-01 -1.318634299999999968e-02 -8.163314400000000193e-01 -1.899167300000000058e-02 5.771208100000000396e-01
1.403636637263555527e+09 -3.995319999999999983e+00 3.007462499999999928e+00 2.338540100000000010e-01 -1.333304100000000034e-02 -8.181116899999999470e-01 -1.767597500000000002e-02 5.746329799999999599e-01
1.403636637313555479e+09 -4.013516400000000317e+00 3.010325799999999941e+00 2.285395100000000013e-01 -1.319446500000000071e-02 -8.196557799999999450e-01 -1.701022900000000171e-02 5.724517099999999470e-01
1.403636637363555431e+09 -4.040299300000000038e+00 3.017433399999999821e+00 2.255907099999999998e-01 -1.256615099999999936e-02 -8.207181999999999533e-01 -1.746723299999999868e-02 5.709278599999999537e-01
1.403636637413555384e+09 -4.076433999999999891e+00 3.030493599999999788e+00 2.256506100000000015e-01 -1.234140599999999921e-02 -8.213396299999999872e-01 -1.616981799999999900e-02 5.700766900000000525e-01
1.403636637463555574e+09 -4.125778200000000062e+00 3.050035499999999900e+00 2.275108899999999934e-01 -1.126061100000000023e-02 -8.225268599999999708e-01 -1.650305300000000017e-02 5.683752399999999483e-01
1.403636637513555527e+09 -4.165446900000000063e+00 3.065377300000000194e+00 2.296243900000000115e-01 -1.123699300000000068e-02 -8.228230899999999792e-01 -1.561844199999999974e-02 5.679717899999999764e-01
1.403636637563555479e+09 -4.188144099999999703e+00 3.068912899999999944e+00 2.323319500000000093e-01 -1.100515699999999979e-02 -8.236694199999999855e-01 -1.489462599999999935e-02 5.667677899999999935e-01
1.403636637613555431e+09 -4.194808799999999671e+00 3.062071700000000174e+00 2.368814200000000092e-01 -1.127575200000000000e-02 -8.237252200000000357e-01 -1.347271499999999969e-02 5.667169600000000473e-01
1.403636637663555384e+09 -4.202617199999999720e+00 3.055565200000000203e+00 2.431517599999999946e-01 -1.144545899999999984e-02 -8.242112600000000011e-01 -1.269941800000000051e-02 5.660243200000000252e-01
1.403636637713555574e+09 -4.224901899999999877e+00 3.058350599999999808e+00 2.531669999999999754e-01 -1.079069900000000082e-02 -8.238388100000000325e-01 -1.267759400000000036e-02 5.665796100000000113e-01
1.403636637763555527e+09 -4.259400099999999689e+00 3.067041199999999801e+00 2.635984299999999947e-01 -1.016643300000000076e-02 -8.231267399999999679e-01 -1.258160699999999986e-02 5.676272700000000171e-01
1.403636637813555479e+09 -4.285749000000000031e+00 3.076097499999999929e+00 2.766642999999999741e-01 -9.638438200000000108e-03 -8.218091299999999988e-01 -1.223703999999999938e-02 5.695499099999999926e-01
1.403636637863555431e+09 -4.309270599999999618e+00 3.078816799999999798e+00 2.914863899999999841e-01 -9.155660799999999766e-03 -8.209147599999999656e-01 -1.213234099999999961e-02 5.708484299999999623e-01
1.403636637913555384e+09 -4.335764199999999846e+00 3.082863300000000084e+00 3.057386899999999796e-01 -8.960857500000000628e-03 -8.197416199999999487e-01 -1.177540000000000010e-02 5.725423299999999882e-01
1.403636637963555574e+09 -4.360392799999999625e+00 3.084238500000000105e+00 3.167685199999999979e-01 -8.730724900000000344e-03 -8.182204400000000488e-01 -1.176258799999999917e-02 5.747179599999999722e-01
1.403636638013555527e+09 -4.381775499999999823e+00 3.085791400000000184e+00 3.254620899999999817e-01 -8.600792300000000001e-03 -8.172135499999999553e-01 -1.147879299999999929e-02 5.761564700000000316e-01
1.403636638063555479e+09 -4.391481699999999933e+00 3.079745799999999978e+00 3.297502199999999828e-01 -8.201889599999999739e-03 -8.161869299999999772e-01 -1.116753000000000016e-02 5.776217599999999841e-01
1.403636638113555431e+09 -4.401666600000000429e+00 3.072721299999999989e+00 3.295515099999999920e-01 -8.191177200000000075e-03 -8.148656100000000180e-01 -1.090877099999999940e-02 5.794893700000000036e-01
1.403636638163555384e+09 -4.408478200000000236e+00 3.063639300000000176e+00 3.269917299999999805e-01 -8.366431199999999763e-03 -8.140056900000000040e-01 -1.053458600000000030e-02 5.807010900000000309e-01
1.403636638213555574e+09 -4.424799499999999775e+00 3.062312700000000110e+00 3.229160300000000206e-01 -8.044262099999999541e-03 -8.138414699999999558e-01 -1.046920699999999947e-02 5.809369599999999467e-01
1.403636638263555527e+09 -4.435216999999999743e+00 3.059878900000000179e+00 3.180568400000000073e-01 -7.747589000000000038e-03 -8.135180199999999529e-01 -1.067311100000000075e-02 5.813901399999999997e-01
1.403636638313555479e+09 -4.449423799999999929e+00 3.058974599999999988e+00 3.113194799999999818e-01 -8.686524600000000360e-03 -8.145570800000000444e-01 -8.723626800000000223e-03 5.799527599999999561e-01
1.403636638363555431e+09 -4.463185600000000086e+00 3.057661700000000149e+00 3.047375099999999892e-01 -1.136091000000000011e-02 -8.179464400000000524e-01 -4.734423899999999630e-03 5.751627099999999659e-01
1.403636638413555384e+09 -4.477997399999999573e+00 3.056592000000000198e+00 2.955060600000000148e-01 -1.489082899999999952e-02 -8.237033900000000353e-01 5.182564400000000101e-05 5.668253599999999448e-01
1.403636638463555574e+09 -4.491737699999999833e+00 3.055720599999999898e+00 2.849565900000000096e-01 -1.760503700000000046e-02 -8.293207700000000404e-01 4.106255900000000368e-03 5.584803099999999798e-01
1.403636638513555527e+09 -4.508942099999999620e+00 3.057555100000000081e+00 2.744299800000000178e-01 -2.055230699999999883e-02 -8.339484299999999628e-01 8.266514399999999249e-03 5.513975700000000035e-01
